,Name,Full Path,Complexity,Amount of changes,Complexity Trend
public/emoji/1f9d1-1f3fb-200d-1f9af.svg,1f9d1-1f3fb-200d-1f9af.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fb-200d-1f9af.svg,1.0,0,
public/emoji/1f937.svg,1f937.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f937.svg,1.0,0,
public/emoji/1f9d1-1f3fc-200d-1f393.svg,1f9d1-1f3fc-200d-1f393.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fc-200d-1f393.svg,1.0,0,
public/emoji/1f9ef.svg,1f9ef.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9ef.svg,1.0,0,
public/emoji/1f9dd-1f3fc-200d-2640-fe0f.svg,1f9dd-1f3fc-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9dd-1f3fc-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f506.svg,1f506.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f506.svg,1.0,0,
public/emoji/1f918-1f3fd.svg,1f918-1f3fd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f918-1f3fd.svg,1.0,0,
public/emoji/1f9d1-1f3fd-200d-1f384.svg,1f9d1-1f3fd-200d-1f384.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fd-200d-1f384.svg,1.0,0,
public/emoji/1f469-200d-1f9b1.svg,1f469-200d-1f9b1.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-200d-1f9b1.svg,1.0,0,
public/emoji/1f469-1f3fb-200d-1f91d-200d-1f468-1f3fe.svg,1f469-1f3fb-200d-1f91d-200d-1f468-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fb-200d-1f91d-200d-1f468-1f3fe.svg,1.0,0,
public/emoji/1f469-1f3fc-200d-1f527.svg,1f469-1f3fc-200d-1f527.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fc-200d-1f527.svg,1.0,0,
public/emoji/270b-1f3fe.svg,270b-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/270b-1f3fe.svg,1.0,0,
public/emoji/1f468-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.svg,1f468-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3fe-200d-2764-fe0f-200d-1f48b-200d-1f468-1f3fc.svg,1.0,0,
public/emoji/1f512.svg,1f512.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f512.svg,1.0,0,
public/emoji/1f9d1-1f3ff-200d-1f527.svg,1f9d1-1f3ff-200d-1f527.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3ff-200d-1f527.svg,1.0,0,
public/emoji/1f1eb-1f1ee.svg,1f1eb-1f1ee.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1eb-1f1ee.svg,1.0,0,
public/emoji/1f3cb-1f3fc-200d-2642-fe0f.svg,1f3cb-1f3fc-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3cb-1f3fc-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f1f0-1f1ea.svg,1f1f0-1f1ea.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1f0-1f1ea.svg,1.0,0,
public/emoji/1f51d.svg,1f51d.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f51d.svg,1.0,0,
public/emoji/1f491-1f3fe.svg,1f491-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f491-1f3fe.svg,1.0,0,
public/emoji/1f468-200d-1f37c.svg,1f468-200d-1f37c.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-200d-1f37c.svg,1.0,0,
public/emoji/26f7-1f3fc.svg,26f7-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/26f7-1f3fc.svg,1.0,0,
public/emoji/26be_border.svg,26be_border.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/26be_border.svg,11.0,0,
public/emoji/1f1fa-1f1ec.svg,1f1fa-1f1ec.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1fa-1f1ec.svg,1.0,0,
public/emoji/26ab_border.svg,26ab_border.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/26ab_border.svg,7.0,0,
public/emoji/1f6b4-1f3ff.svg,1f6b4-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f6b4-1f3ff.svg,1.0,0,
public/emoji/1f9d1-200d-1f52c.svg,1f9d1-200d-1f52c.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-200d-1f52c.svg,1.0,0,
public/emoji/1f6b4-1f3fd.svg,1f6b4-1f3fd.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f6b4-1f3fd.svg,1.0,0,
public/emoji/1f469-1f3fb-200d-1f680.svg,1f469-1f3fb-200d-1f680.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fb-200d-1f680.svg,1.0,0,
public/emoji/26f9-1f3fd-200d-2642-fe0f.svg,26f9-1f3fd-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/26f9-1f3fd-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f469-1f3fe-200d-1f4bc.svg,1f469-1f3fe-200d-1f4bc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fe-200d-1f4bc.svg,1.0,0,
public/emoji/1f9d1-200d-1f527.svg,1f9d1-200d-1f527.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-200d-1f527.svg,1.0,0,
public/emoji/1f466-1f3fb.svg,1f466-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f466-1f3fb.svg,1.0,0,
public/emoji/1f468-1f3fc-200d-1f3a8.svg,1f468-1f3fc-200d-1f3a8.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3fc-200d-1f3a8.svg,1.0,0,
public/emoji/26d4.svg,26d4.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/26d4.svg,1.0,0,
public/emoji/1f5f3.svg,1f5f3.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f5f3.svg,1.0,0,
public/emoji/1f538.svg,1f538.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f538.svg,1.0,0,
public/emoji/1f50b.svg,1f50b.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f50b.svg,1.0,0,
public/emoji/262e.svg,262e.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/262e.svg,1.0,0,
public/emoji/263a.svg,263a.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/263a.svg,1.0,0,
public/emoji/1f51f.svg,1f51f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f51f.svg,1.0,0,
public/emoji/1f1f0-1f1ec.svg,1f1f0-1f1ec.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1f0-1f1ec.svg,1.0,0,
public/emoji/1f93e-1f3fe-200d-2642-fe0f.svg,1f93e-1f3fe-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f93e-1f3fe-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f469-1f3fc-200d-1f52c.svg,1f469-1f3fc-200d-1f52c.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fc-200d-1f52c.svg,1.0,0,
public/emoji/1f5fe.svg,1f5fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f5fe.svg,1.0,0,
public/emoji/1f469-200d-1f9b3.svg,1f469-200d-1f9b3.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-200d-1f9b3.svg,1.0,0,
public/emoji/1f9cf-1f3fc.svg,1f9cf-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9cf-1f3fc.svg,1.0,0,
public/emoji/1f918-1f3ff.svg,1f918-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f918-1f3ff.svg,1.0,0,
public/emoji/1f9ce-1f3ff-200d-2640-fe0f.svg,1f9ce-1f3ff-200d-2640-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9ce-1f3ff-200d-2640-fe0f.svg,1.0,0,
public/emoji/1f9d1-1f3fb-200d-1f91d-200d-1f9d1-1f3fb.svg,1f9d1-1f3fb-200d-1f91d-200d-1f9d1-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fb-200d-1f91d-200d-1f9d1-1f3fb.svg,1.0,0,
public/emoji/2623.svg,2623.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/2623.svg,1.0,0,
public/emoji/1f504.svg,1f504.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f504.svg,1.0,0,
public/emoji/1f9d1-1f3ff-200d-1f52c.svg,1f9d1-1f3ff-200d-1f52c.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3ff-200d-1f52c.svg,1.0,0,
public/emoji/1f510.svg,1f510.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f510.svg,1.0,0,
public/emoji/1f9d4-200d-2642-fe0f.svg,1f9d4-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d4-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f3ca-1f3fc.svg,1f3ca-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f3ca-1f3fc.svg,1.0,0,
public/emoji/1f926-1f3fc.svg,1f926-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f926-1f3fc.svg,1.0,0,
public/emoji/1f921.svg,1f921.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f921.svg,1.0,0,
public/emoji/1f51b_border.svg,1f51b_border.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f51b_border.svg,7.0,0,
public/emoji/1f93e-1f3ff.svg,1f93e-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f93e-1f3ff.svg,1.0,0,
public/emoji/1f487-1f3fe-200d-2642-fe0f.svg,1f487-1f3fe-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f487-1f3fe-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f9ed.svg,1f9ed.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9ed.svg,1.0,0,
public/emoji/1f1fb-1f1f3.svg,1f1fb-1f1f3.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f1fb-1f1f3.svg,1.0,0,
public/emoji/1f935.svg,1f935.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f935.svg,1.0,0,
public/emoji/1f9b5-1f3ff.svg,1f9b5-1f3ff.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9b5-1f3ff.svg,1.0,0,
public/emoji/1f9d1-1f3fc-200d-2696-fe0f.svg,1f9d1-1f3fc-200d-2696-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d1-1f3fc-200d-2696-fe0f.svg,1.0,0,
public/emoji/1f9d6.svg,1f9d6.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d6.svg,1.0,0,
public/emoji/1f469-1f3fd-200d-1f91d-200d-1f469-1f3fb.svg,1f469-1f3fd-200d-1f91d-200d-1f469-1f3fb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fd-200d-1f91d-200d-1f469-1f3fb.svg,1.0,0,
public/emoji/1f474-1f3fe.svg,1f474-1f3fe.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f474-1f3fe.svg,1.0,0,
public/emoji/1f9cf-1f3ff-200d-2642-fe0f.svg,1f9cf-1f3ff-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9cf-1f3ff-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f9e2.svg,1f9e2.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9e2.svg,1.0,0,
public/emoji/1f93c.svg,1f93c.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f93c.svg,1.0,0,
public/emoji/1f469-1f3fb-200d-1f3eb.svg,1f469-1f3fb-200d-1f3eb.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f469-1f3fb-200d-1f3eb.svg,1.0,0,
public/emoji/1f468-1f3fc-200d-2708-fe0f.svg,1f468-1f3fc-200d-2708-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f468-1f3fc-200d-2708-fe0f.svg,1.0,0,
public/emoji/1f447-1f3fc.svg,1f447-1f3fc.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f447-1f3fc.svg,1.0,0,
public/emoji/1f9d9-200d-2642-fe0f.svg,1f9d9-200d-2642-fe0f.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f9d9-200d-2642-fe0f.svg,1.0,0,
public/emoji/1f40f_border.svg,1f40f_border.svg,/Users/uzh/Library/CloudStorage/OneDrive-UniversitätZürichUZH/Uni/Master 3/Fundamentals of Software Systems/Exercise/05/git_repo/fund-soft-systems-analyse-mastodon/mastodon/mastodon/public/emoji/1f40f_border.svg,23.0,0,
